talent,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Roles,performance_ids
Yuriy Seleznyov,0.003867641,3.62e-05,0.004512248,2.65e-25,backings,"2014-by, 2015-by"
Andrey Martynov,0.002148689,0.0,0.003867641,1.72e-25,dancers,2014-by
Molly,0.000859476,0.0,0.000859476,1.67e-61,artist,2014-gb
Molly Smitten-Downes,0.000859476,0.0,0.000859476,1.67e-61,writers,2014-gb
Victoria Beaumont,0.000859476,0.0,0.000859476,1.67e-61,backings,2014-gb
Elaiza,0.000859476,0.0,0.000859476,1.67e-61,artist,2014-de
Frank Kretschmer,0.000859476,0.0,0.000859476,1.67e-61,composers,2014-de
Elżbieta Steinmetz,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2014-de
Sergej Ćetković,0.001718951,0.0,0.037930493,4.46e-06,"artist, composers, lyricists",2014-me
Martina Majerle,0.001718951,0.018023125,0.043119555,3.66e-05,backings,"2014-me, 2016-hr"
Freaky Fortune feat. RiskyKidd,0.001289214,0.0,0.001289214,2.97e-45,artist,2014-gr
Vasilis Manthopoulos,0.001289214,0.0,0.001289214,2.97e-45,backings,2014-gr
Theofilos Pouzbouris,0.002148689,0.0,0.001289214,3.87e-45,"composers, lyricists",2014-gr
Giorgos Papadopoulos,0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2014-gr
Emma,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2014-it
Arianna Mereu,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2014-it
Emma Marrone,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2014-it
"Leandro Emede, Nicolò Cerioni",0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2014-it
Dilara Kazimova,0.001289214,0.0,0.038641906,0.002475709,artist,2014-az
Sofia Lindström,0.001289214,0.0,0.038641906,0.002475709,backings,2014-az
Åsa Engman,0.001289214,0.0,0.038641906,0.002475709,stageDirector,2014-az
Firelight,0.000429738,0.0,0.000429738,8.1e-80,artist,2014-mt
Richard Edwards Micallef,0.000429738,0.0,0.000429738,8.1e-80,writers,2014-mt
Sandrina Sedona,0.001718951,0.0,0.004192848,4.39e-24,backings,2014-sm
Tinkara Kovač,0.001718951,0.0,0.001964516,3.2200000000000004e-32,"artist, lyricists",2014-si
Raay,0.003008165,5.54e-07,0.002500293,5.99e-32,"backings, composers, lyricists","2014-si, 2015-si"
TWIN TWIN,0.001718951,0.0,0.003184468,1.58e-29,artist,2014-fr
Ulrich Kwasi,0.003437903,1.92e-05,0.004776702,3.32e-29,backings,"2014-fr, 2019-fr"
Pierre Beyres,0.001718951,0.0,0.003184468,1.58e-29,composers,2014-fr
Lorent Idir,0.001718951,0.0,0.003184468,1.58e-29,lyricists,2014-fr
Jonathan Jenvrin,0.001718951,0.0,0.003184468,1.58e-29,dancers,2014-fr
Suzy,0.001289214,0.0,0.001718951,8.289999999999999e-42,artist,2014-pt
Sara Campina,0.001289214,0.0,0.001718951,8.289999999999999e-42,backings,2014-pt
Renato Nobre,0.001289214,0.0,0.001718951,8.289999999999999e-42,dancers,2014-pt
Vilija Matačiūnaitė,0.001718951,0.0,0.000859476,1.4e-55,"artist, composers, lyricists",2014-lt
Lina Žilinskaitė,0.000859476,0.0,0.000859476,9.88e-56,backings,2014-lt
Šarūnas Kirdeikis,0.000859476,0.0,0.000859476,9.88e-56,dancers,2014-lt
Can,0.001289214,0.0,0.001289214,2.97e-45,artist,2014-ie
Jenny Bowden,0.001289214,0.0,0.001289214,2.97e-45,backings,2014-ie
Rasmus Palmgren,0.002148689,0.0,0.001289214,3.87e-45,"composers, lyricists",2014-ie
Thomas Spratt,0.001289214,0.0,0.001289214,2.97e-45,dancers,2014-ie
Tanja,0.001718951,0.0,0.030243898,5.24e-05,artist,2014-ee
Timo Vendt,0.003867641,0.00114917,0.034033524,0.000381251,"composers, backings","2014-ee, 2018-ee"
Tatjana Mihhailova-Saar,0.001718951,0.0,0.030243898,5.24e-05,lyricists,2014-ee
Argo Liik,0.001718951,0.0,0.030243898,5.24e-05,dancers,2014-ee
Tijana,0.001718951,0.0,0.003652772,1.22e-30,artist,2014-mk
Lazar Cvetkoski,0.001718951,0.0,0.003652772,1.22e-30,composers,2014-mk
Elena Risteska Ivanovska,0.001718951,0.0,0.003652772,1.22e-30,lyricists,2014-mk
Aarzemnieki,0.000429738,0.0,0.000429738,8.1e-80,artist,2014-lv
Guntis Veilands,0.000429738,0.0,0.000429738,8.1e-80,writers,2014-lv
Axel Hirsoux,0.000859476,0.0,0.000859476,9.88e-56,artist,2014-be
Rafael Artesero,0.000859476,0.0,0.000859476,9.88e-56,writers,2014-be
Isabelle Beernaert,0.001718951,0.0,0.000859476,1.4e-55,"stageDirector, dancers",2014-be
Hersi,0.001289214,0.0,0.00193382,3.05e-39,artist,2014-al
Gentian Lako,0.001289214,0.0,0.00193382,3.05e-39,composers,2014-al
Jorgo Papingji,0.001289214,0.0,0.00193382,3.05e-39,lyricists,2014-al
Olsa Papandili,0.002578427,6.65e-06,0.002900731,5.87e-39,backings,"2014-al, 2015-al"
Mei Finegold,0.000859476,0.0,0.000859476,1.67e-61,artist,2014-il
Rami Talmid,0.000859476,0.0,0.000859476,1.67e-61,writers,2014-il
Shiran Lagziel,0.000859476,0.0,0.000859476,1.67e-61,dancers,2014-il
The Shin and Mariko,0.000859476,0.0,0.000859476,1.67e-61,artist,2014-ge
Zaza Miminoshvili,0.000859476,0.0,0.000859476,1.67e-61,composers,2014-ge
Eugen Eliu,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2014-ge
Cristina Scarlat,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2014-md
Ivan Aculov,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2014-md
Lidia Scarlat,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2014-md
Vadim Bianchin,0.001289214,0.0,0.001289214,1.6399999999999998e-48,dancers,2014-md
Måns Zelmerlöw,0.001289214,0.0,0.038544927,0.000155444,artist,2015-se
Linnea Deb,0.003008165,0.00114917,0.044919547,0.001278246,writers,"2015-se, 2021-se"
"Benke, David Nordström",0.001289214,0.0,0.038544927,0.000155444,stageDirector,2015-se
Il Volo,0.000429738,0.0,0.000429738,8.1e-80,artist,2015-it
Francesco Boccia,0.000429738,0.0,0.000429738,8.1e-80,writers,2015-it
Loïc Nottet,0.001718951,0.0,0.002175548,1.59e-31,artist,2015-be
Luuk Cox,0.001718951,0.0,0.002175548,1.59e-31,composers,2015-be
Beverly Jo Scott,0.001718951,0.0,0.002175548,1.59e-31,lyricists,2015-be
Susanna Marie Cork,0.002578427,2.22e-06,0.002900731,2.18e-31,backings,"2015-be, 2017-be"
Jean-Jacques Marotte,0.003008165,3.7e-06,0.003164433,2.3300000000000002e-31,stageDirector,"2015-be, 2017-be, 2019-be"
Guy Sebastian,0.000859476,0.0,0.000859476,1.67e-61,artist,2015-au
Louis Schoorl,0.000859476,0.0,0.000859476,1.67e-61,writers,2015-au
Devin Michaei,0.000859476,0.0,0.000859476,1.67e-61,backings,2015-au
Aminata Savadogo,0.003008165,0.001376787,0.037956058,8.22e-05,"artist, writers","2015-lv, 2016-lv"
Līva Zariņa,0.000859476,0.0,0.037904962,7.22e-05,backings,2015-lv
Nicoline Refsing,0.006446068,0.004761481,0.044018347,0.000656614,stageDirector,"2015-lv, 2016-au, 2016-it, 2017-ch, 2017-ie"
Elina Born & Stig Rästa,0.000859476,0.0,0.001145968,3.34e-51,artist,2015-ee
Stig Rästa,0.001718951,1.48e-06,0.001718951,5.96e-51,"writers, backings","2015-ee, 2019-ee"
René Vilbre,0.000859476,0.0,0.001145968,3.34e-51,stageDirector,2015-ee
Mørland & Debrah Scarlett,0.001289214,0.0,0.008918387,2.76e-15,artist,2015-no
Kjetil Mørland,0.001289214,0.0,0.008918387,2.76e-15,writers,2015-no
Nadav Guedj,0.001289214,0.0,0.005481185,1.36e-19,artist,2015-il
Imri Ziv,0.001718951,4.43e-06,0.005586592,1.41e-19,"backings, artist",2015-il
Tomer Tenenboym,0.001718951,4.43e-06,0.005586592,1.41e-19,"backings, dancers","2015-il, 2017-il"
Bojana Stamenov,0.001718951,0.0,0.028431911,3.01e-08,artist,2015-rs
Charlie Mason,0.001718951,0.0,0.028431911,3.01e-08,lyricists,2015-rs
Saška Janković,0.001718951,0.0,0.028431911,3.01e-08,backings,2015-rs
Nina Sublatti,0.002148689,0.0,0.053277331,0.006675654,"artist, lyricists",2015-ge
Veronika Hammer,0.001289214,0.0,0.053277331,0.006082161,backings,2015-ge
Elnur Hüseynov,0.002148689,0.0,0.050748698,0.019705596,artist,2015-az
Nicolas Rebscher,0.002148689,0.0,0.050748698,0.019705596,composers,2015-az
Tamara Nivillac,0.002148689,0.0,0.050748698,0.019705596,backings,2015-az
Lukas McFarlane,0.002148689,0.0,0.050748698,0.019705596,dancers,2015-az
Knez,0.001718951,0.0,0.034421845,7.26e-07,artist,2015-me
Lena Kuzmanović,0.003867641,0.00050678,0.034456948,9.26e-07,backings,"2015-me, 2016-rs, 2018-me"
Maraaya,0.001718951,0.0,0.002291935,4.39e-32,artist,2015-si
Lara Slekovec,0.001718951,0.0,0.002291935,4.39e-32,dancers,2015-si
Nika Zorjan,0.001718951,0.0,0.002291935,4.39e-32,backings,2015-si
Voltaj,0.000859476,0.0,0.000859476,9.88e-56,artist,2015-ro
Victor-Răzvan Alstani,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2015-ro
Daniel Klinger,0.000859476,0.0,0.000859476,9.88e-56,stageDirector,2015-ro
Genealogy,0.000859476,0.0,0.037203791,0.002575235,artist,2015-am
Inna Mkrtchyan,0.000859476,0.0,0.037203791,0.002575235,lyricists,2015-am
Elhaida Dani,0.001289214,0.0,0.002320584,4.01e-39,artist,2015-al
Zzap,0.001289214,0.0,0.002320584,4.01e-39,composers,2015-al
Monika & Vaidas,0.001289214,0.0,0.003726743,1.86e-24,artist,2015-lt
Vytautas Bikus,0.002578427,8.13e-06,0.005412651,4.8599999999999995e-24,"composers, writers","2015-lt, 2018-lt"
Monika Liubinaitė,0.002148689,7.21e-06,0.005286775,4.2099999999999995e-24,"lyricists, writers","2015-lt, 2022-lt"
Rūta Žibaitytė,0.001289214,0.0,0.003726743,1.86e-24,backings,2015-lt
Maria Elena Kyriakou,0.002148689,0.0,0.036991989,0.016339758,"artist, composers",2015-gr
Vaggelis Konstantinidis,0.001289214,0.0,0.036991989,0.014892806,lyricists,2015-gr
Katerina Kyriakou,0.001289214,0.0,0.036991989,0.014892806,backings,2015-gr
Boggie,0.001718951,0.0,0.000859476,1.4e-55,"artist, composers",2015-hu
Orsolya Sapszon,0.000859476,0.0,0.000859476,9.88e-56,backings,2015-hu
Sára Hélène Bori,0.000859476,0.0,0.000859476,9.88e-56,lyricists,2015-hu
Edurne,0.001289214,0.0,0.041195419,0.000349498,artist,2015-es
Tinet Rubira,0.002148689,0.000461885,0.04121552,0.000356349,stageDirector,"2015-es, 2018-es"
Giuseppe di Bella,0.001289214,0.0,0.041195419,0.000349498,dancers,2015-es
John Karayiannis,0.000859476,0.0,0.00096691,5.23e-59,artist,2015-cy
Christopher Madin,0.000859476,0.0,0.00096691,5.23e-59,backings,2015-cy
Monika Kuszyńska,0.002148689,0.0,0.037401464,9.76e-05,"artist, lyricists",2015-pl
Ola Tabiszewska,0.001289214,0.0,0.037401464,8.89e-05,backings,2015-pl
Jakub Raczyński,0.001289214,0.0,0.037401464,8.89e-05,composers,2015-pl
Electro Velvet,0.001289214,0.0,0.002736752,3.12e-35,artist,2015-gb
Sophie Carmen Jones,0.001289214,0.0,0.002736752,3.12e-35,backings,2015-gb
David Mindel,0.001289214,0.0,0.002736752,3.12e-35,writers,2015-gb
Dan Shipton,0.004727116,1.66e-05,0.004727116,7.42e-35,stageDirector,"2015-gb, 2016-gb, 2017-gb, 2018-gb"
Lisa Angell,0.000859476,0.0,0.000859476,9.88e-56,artist,2015-fr
Delphine Elbé,0.000859476,0.0,0.000859476,9.88e-56,backings,2015-fr
M. Albert,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2015-fr
The Makemakes,0.001289214,0.0,0.046146521,0.000290697,artist,2015-at
Markus Christ,0.001289214,0.0,0.046146521,0.000290697,writers,2015-at
Ina Regen,0.001289214,0.0,0.046146521,0.000290697,backings,2015-at
Ann Sophie,0.000859476,0.0,0.000859476,1.67e-61,artist,2015-de
Lan Syreen,0.000859476,0.0,0.000859476,1.67e-61,backings,2015-de
Tonino Speciale,0.000859476,0.0,0.000859476,1.67e-61,writers,2015-de
Eduard Romanyuta,0.000859476,0.0,0.000859476,1.67e-61,artist,2015-md
Nataliya Slisarenko,0.000859476,0.0,0.000859476,1.67e-61,backings,2015-md
Tom Andrews,0.000859476,0.0,0.000859476,1.67e-61,writers,2015-md
Amber,0.000859476,0.0,0.000859476,1.67e-61,artist,2015-mt
Elton Zarb,0.000859476,0.0,0.000859476,1.67e-61,composers,2015-mt
Matt Mercieca,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2015-mt
Uzari & Maimuna,0.001718951,0.0,0.003384186,1.33e-25,artist,2015-by
Yuri Navrotsky,0.001718951,0.0,0.003384186,1.33e-25,composers,2015-by
Molly Sterling,0.001718951,0.0,0.000859476,1.4e-55,"artist, composers",2015-ie
Greg French,0.000859476,0.0,0.000859476,9.88e-56,lyricists,2015-ie
Póilín Lynch,0.000859476,0.0,0.000859476,9.88e-56,backings,2015-ie
Anti Social Media,0.001289214,0.0,0.007305544,9.19e-19,artist,2015-dk
Nellie Ettison,0.001289214,0.0,0.007305544,9.19e-19,backings,2015-dk
Trijntje Oosterhuis,0.001718951,0.0,0.038179077,0.000123615,artist,2015-nl
Patt Riley,0.001718951,0.0,0.038179077,0.000123615,backings,2015-nl
Tobias Karlsson,0.001718951,0.0,0.038179077,0.000123615,composers,2015-nl
Anouk Teeuwe,0.001718951,0.0,0.038179077,0.000123615,lyricists,2015-nl
Marta Jandová & Václav Noid Bárta,0.000859476,0.0,0.000859476,1.67e-61,artist,2015-cz
Václav Noid Bárta,0.000859476,0.0,0.000859476,1.67e-61,composers,2015-cz
Tereza Šoralová,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2015-cz
Daniel Kajmakoski,0.001289214,0.0,0.045135564,0.000995495,artist,2015-mk
Joacim Persson,0.003867641,0.002721743,0.054096194,0.008172399,writers,"2015-mk, 2017-mk, 2018-bg"
Mark Middleton,0.001289214,0.0,0.045135564,0.000995495,backings,2015-mk
Leonor Andrade,0.000859476,0.0,0.000859476,1.67e-61,artist,2015-pt
Miguel Gameiro,0.000859476,0.0,0.000859476,1.67e-61,writers,2015-pt
Tânia Tavares,0.000859476,0.0,0.000859476,1.67e-61,backings,2015-pt
María Ólafsdóttir,0.000859476,0.0,0.000859476,9.88e-56,artist,2015-is
Íris Hólm Jónsdóttir,0.000859476,0.0,0.000859476,9.88e-56,backings,2015-is
Sæþór Kristjánsson,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2015-is
Pertti Kurikan Nimipäivät,0.000859476,0.0,0.024512829,4.83e-06,artist,2015-fi
Toni Välitalo,0.000859476,0.0,0.024512829,4.83e-06,writers,2015-fi
Michele Perniola & Anita Simoncini,0.001718951,0.0,0.004562805,3.53e-24,artist,2015-sm
Ron van Lankeren,0.001718951,0.0,0.004562805,3.53e-24,backings,2015-sm
Antonello Carozza,0.001718951,0.0,0.004562805,3.53e-24,stageDirector,2015-sm
Mélanie René,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, writers",2015-ch
Natacha Karine Montille,0.000429738,0.0,0.000429738,8.51e-68,backings,2015-ch
Jamala,0.001718951,0.0,0.002387433,1.1599999999999999e-30,"artist, writers",2016-ua
Alina Kosenko,0.000859476,0.0,0.002387433,9.68e-31,backings,2016-ua
"Kostiantyn Tomilchenko, Oleksandr Bratkovskyi",0.004297379,1.18e-05,0.004297379,3.6499999999999996e-30,stageDirector,"2016-ua, 2018-ua, 2021-ua"
Dami Im,0.001289214,0.0,0.043778807,0.000567759,artist,2016-au
David Musumeci,0.002578427,0.00533662,0.051319081,0.004567659,"writers, lyricists","2016-au, 2018-au"
Sahlene,0.002148689,0.00063112,0.04420262,0.00059159,backings,"2016-au, 2019-gb"
Sergey Lazarev,0.002578427,6.4e-06,0.042726964,0.128137158,artist,"2016-ru, 2019-ru"
Johan D,0.001718951,0.0,0.042447843,0.103083139,backings,2016-ru
Yana Baleva,0.001289214,0.0,0.05337833,0.00402981,backings,2016-bg
Frans,0.001289214,0.0,0.001718951,8.289999999999999e-42,artist,2016-se
Oscar Fogelström,0.001289214,0.0,0.001718951,8.289999999999999e-42,writers,2016-se
Jonathan Jaarnek Norén,0.001289214,0.0,0.001718951,8.289999999999999e-42,backings,2016-se
Amir,0.001289214,0.0,0.001534778,4.65e-42,artist,2016-fr
Nazim Khaled,0.003008165,2.22e-06,0.002148689,7.519999999999999e-42,"composers, lyricists","2016-fr, 2017-fr"
Lars Hägglund,0.001289214,0.0,0.001534778,4.65e-42,backings,2016-fr
Hortense Boyer,0.001289214,0.0,0.001534778,4.65e-42,stageDirector,2016-fr
Iveta Mukuchyan,0.001718951,0.0,0.050490859,0.005257895,artist,2016-am
Lilith Navasardyan,0.003437903,2.22e-06,0.050551291,0.007612414,composers,"2016-am, 2017-am"
Stephanie Crutchfield,0.001718951,0.0,0.050490859,0.005257895,lyricists,2016-am
Sona Gyulkhasyan,0.001718951,0.0,0.050490859,0.005257895,backings,2016-am
Michał Szpak,0.001718951,0.0,0.00193382,3.770000000000001e-37,artist,2016-pl
Andy Palmer,0.001718951,0.0,0.00193382,3.770000000000001e-37,composers,2016-pl
Weronika Janik,0.001718951,0.0,0.00193382,3.770000000000001e-37,backings,2016-pl
Radek Kobiałko,0.001718951,0.0,0.00193382,3.770000000000001e-37,stageDirector,2016-pl
Jonas Thander,0.001289214,0.0,0.050490859,0.004338921,writers,2016-lt
Rasa Doniela,0.001289214,0.0,0.050490859,0.004338921,backings,2016-lt
Laura Tesoro,0.001718951,0.0,0.038179077,0.000123615,artist,2016-be
Yannick Werther,0.001718951,0.0,0.038179077,0.000123615,composers,2016-be
Sanne Putseys,0.001718951,0.0,0.038179077,0.000123615,lyricists,2016-be
Tanja Daese,0.001718951,0.0,0.038179077,0.000123615,backings,2016-be
Douwe Bob,0.001718951,0.0,0.038179077,0.000123615,artist,2016-nl
Matthijs van Duijvenbode,0.001718951,0.0,0.038179077,0.000123615,composers,2016-nl
Jeroen Overman,0.001718951,0.0,0.038179077,0.000123615,lyricists,2016-nl
Thijs Boontjes,0.001718951,0.0,0.038179077,0.000123615,backings,2016-nl
Ira Losco,0.001718951,0.0,0.035991141,7.24e-05,artist,2016-mt
Stephane Boko,0.001718951,0.0,0.035991141,7.24e-05,stageDirector,2016-mt
Fransman Skorpion,0.001718951,0.0,0.035991141,7.24e-05,dancers,2016-mt
Zoë,0.001289214,0.0,0.046184367,0.000291876,artist,2016-at
Zoë Straub,0.002578427,0.000691719,0.046222275,0.000301609,writers,"2016-at, 2018-sm"
Sandra Þórðardóttir,0.001289214,0.0,0.046184367,0.000291876,backings,2016-at
Hovi Star,0.001289214,0.0,0.005379681,1.33e-19,artist,2016-il
Jennifer Cohen,0.001289214,0.0,0.005379681,1.33e-19,dancers,2016-il
Matan Agami,0.001289214,0.0,0.005379681,1.33e-19,backings,2016-il
Justs,0.001289214,0.0,0.033308836,1e-05,artist,2016-lv
Katrīna Anna Vīgante,0.002578427,0.000691719,0.033328549,1.04e-05,backings,"2016-lv, 2017-lv"
Andrejs Gavrišs,0.001289214,0.0,0.033308836,1e-05,stageDirector,2016-lv
Francesca Michielin,0.001718951,0.0,0.037870974,9.07e-05,artist,2016-it
Federica Abbate,0.001718951,0.0,0.037870974,9.07e-05,composers,2016-it
Norma Jean Martine,0.001718951,0.0,0.037870974,9.07e-05,lyricists,2016-it
Sabrina Fiorella,0.001718951,0.0,0.037870974,9.07e-05,backings,2016-it
Samra,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2016-az
Jakke Erixson,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2016-az
Zain Odelstål,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2016-az
Roine Söderlundh,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2016-az
Sanja Vučić ZAA,0.001718951,0.0,0.033883356,6.78e-07,artist,2016-rs
Ivana Peters,0.001718951,0.0,0.033883356,6.78e-07,writers,2016-rs
Miloš Isailović,0.001718951,0.0,0.033883356,6.78e-07,dancers,2016-rs
Freddie,0.001718951,0.0,0.004139808,1.15e-26,artist,2016-hu
Borbála Csarnai,0.001718951,0.0,0.004139808,1.15e-26,lyricists,2016-hu
Tamás Mészáros,0.001718951,0.0,0.004139808,1.15e-26,backings,2016-hu
Szabolcs Gyöngyösi,0.005586592,3.47e-05,0.005914012,2.4800000000000002e-26,stageDirector,"2016-hu, 2017-hu, 2018-hu, 2019-hu"
Nika Kocharov & Young Georgian Lolitaz,0.001718951,0.0,0.053445876,0.006982394,artist,2016-ge
Lars Säfsund,0.005156854,0.002193997,0.053666587,0.008918055,backings,"2016-ge, 2016-cy, 2017-cy, 2021-se"
Kote Kalandadze,0.001718951,0.0,0.053445876,0.006982394,lyricists,2016-ge
Minus One,0.001289214,0.0,0.053428974,0.006301028,artist,2016-cy
Barei,0.001289214,0.0,0.041135236,0.000309606,artist,2016-es
Víctor Púa,0.001289214,0.0,0.041135236,0.000309606,writers,2016-es
"Florian Boje, Niccolò Piccardi",0.001289214,0.0,0.041135236,0.000309606,stageDirector,2016-es
Nina Kraljić,0.000859476,0.0,0.042140787,3.58e-05,artist,2016-hr
Joe & Jake,0.001289214,0.0,0.002736752,3.12e-35,artist,2016-gb
Ross Harris,0.001289214,0.0,0.002736752,3.12e-35,backings,2016-gb
S. Kanes,0.001289214,0.0,0.002736752,3.12e-35,writers,2016-gb
Gabriela Gunčíková,0.001289214,0.0,0.037401464,0.000159843,artist,2016-cz
Peter Ericson,0.001289214,0.0,0.037401464,0.000159843,backings,2016-cz
Sara Biglert,0.002148689,0.0,0.037401464,0.000175459,"composers, lyricists",2016-cz
Jan Potměšil,0.005156854,0.001402098,0.043396459,0.001301372,stageDirector,"2016-cz, 2017-cz, 2018-cz, 2019-cz"
Jamie,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2016-de
Tina Frank,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2016-de
Thomas Burchia,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2016-de
Anna Leyne,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2016-de
Dalal & Deen feat. Ana Rucner & Jala,0.001718951,0.0,0.001718951,1.9699999999999998e-38,artist,2016-ba
Zorana Guja,0.001718951,0.0,0.001718951,1.9699999999999998e-38,backings,2016-ba
Almir Ajanović,0.001718951,0.0,0.001718951,1.9699999999999998e-38,composers,2016-ba
Jasmin Fazlić,0.001718951,0.0,0.001718951,1.9699999999999998e-38,lyricists,2016-ba
Haris Pašović,0.001718951,0.0,0.001718951,1.9699999999999998e-38,stageDirector,2016-ba
Marija Naumovska,0.000859476,0.0,0.00096691,2.33e-49,backings,2016-mk
Melanie My Rosas,0.001289214,0.0,0.002115633,8.239999999999999e-38,backings,2016-by
Timofei Leontiev,0.001289214,0.0,0.002115633,8.239999999999999e-38,lyricists,2016-by
Serhat,0.003437903,5.91e-06,0.002750322,1.6e-34,"artist, composers, lyricists",2019-sm
Olcayto Ahmet Tuğsuz,0.001718951,0.0,0.001964516,1.12e-34,composers,2016-sm
Nektarios Tyrakis,0.001718951,0.0,0.001964516,1.12e-34,lyricists,2016-sm
Ophelie Crispin,0.001718951,0.0,0.001964516,1.12e-34,backings,2016-sm
Thierry Mugler,0.001718951,0.0,0.001964516,1.12e-34,stageDirector,2016-sm
Agnete,0.001718951,0.0,0.008703486,3.35e-15,artist,2016-no
Nicoline Berg Kaasin,0.001718951,0.0,0.008703486,3.35e-15,backings,2016-no
Ian Curnow,0.001718951,0.0,0.008703486,3.35e-15,writers,2016-no
Sara Christine Einbu,0.001718951,0.0,0.008703486,3.35e-15,dancers,2016-no
Highway,0.001289214,0.0,0.023289553,3.2e-10,artist,2016-me
Nikola Marjanović,0.001289214,0.0,0.023289553,3.2e-10,backings,2016-me
Srđan Sekulović Skansi,0.002148689,0.0,0.023289553,3.51e-10,"composers, lyricists",2016-me
Igor Basorović,0.003008165,0.000691719,0.025481511,2.6e-09,stageDirector,"2016-me, 2017-rs"
ManuElla,0.001718951,0.0,0.019134943,1.92e-12,artist,2016-si
Mitja Bobič,0.001718951,0.0,0.019134943,1.92e-12,backings,2016-si
Marjan Hvala,0.001718951,0.0,0.019134943,1.92e-12,composers,2016-si
Nejc Levstik,0.006875806,0.00431881,0.020582653,1.38e-11,stageDirector,"2016-si, 2017-si, 2018-si, 2022-hr, 2022-si, 2024-si"
Greta Salóme,0.001289214,0.0,0.003372508,2.73e-34,artist,2016-is
"Ásgeir Helgi Magnússon, Jonathan Duffy",0.001289214,0.0,0.003372508,2.73e-34,stageDirector,2016-is
Sandhja,0.001289214,0.0,0.026901658,3.87e-05,artist,2016-fi
Sandhja Kuivalainen,0.002148689,0.0,0.026901658,4.24e-05,"composers, lyricists",2016-fi
Tuuli Ikonen,0.002578427,0.003612311,0.029801096,0.000310725,backings,"2016-fi, 2018-fi"
Nicky Byrne,0.001289214,0.0,0.001534778,4.65e-42,artist,2016-ie
Jennifer Healy,0.001289214,0.0,0.001534778,4.65e-42,backings,2016-ie
Tim Byrne,0.001289214,0.0,0.001534778,4.65e-42,stageDirector,2016-ie
Eneda Tarifa,0.000859476,0.0,0.000859476,1.67e-61,artist,2016-al
Xhoni Jesku,0.000859476,0.0,0.000859476,1.67e-61,backings,2016-al
Olsa Toqi,0.000859476,0.0,0.000859476,1.67e-61,writers,2016-al
Argo,0.001289214,0.0,0.036991989,0.014718317,artist,2016-gr
Vladimiros Sofianidis,0.001289214,0.0,0.036991989,0.014718317,writers,2016-gr
Vasilis Roxenos,0.001289214,0.0,0.036991989,0.014718317,dancers,2016-gr
Lighthouse X,0.001289214,0.0,0.006623693,8.86e-19,artist,2016-dk
Søren Okholm,0.001289214,0.0,0.006623693,8.86e-19,backings,2016-dk
Søren Bregendal,0.001289214,0.0,0.006623693,8.86e-19,writers,2016-dk
Lidia Isac,0.001718951,0.0,0.002500293,1.6900000000000001e-29,artist,2016-md
Gabriel Alares,0.001718951,0.0,0.002500293,1.6900000000000001e-29,backings,2016-md
Sebastian Lestapier,0.001718951,0.0,0.002500293,1.6900000000000001e-29,writers,2016-md
Maru Petrova,0.003437903,1.77e-05,0.003437903,3.57e-29,stageDirector,"2016-md, 2017-md"
Iuri Rîbac,0.001718951,0.0,0.002500293,1.6900000000000001e-29,dancers,2016-md
Rykka,0.000859476,0.0,0.033236753,8.82e-06,artist,2016-ch
Tanja Dankner,0.002148689,0.000461885,0.037896459,8.15e-05,backings,"2016-ch, 2017-ch"
Warne Livesey,0.000859476,0.0,0.033236753,8.82e-06,writers,2016-ch
Jüri Pootsmann,0.000859476,0.0,0.000859476,1.67e-61,artist,2016-ee
Vallo Kikas,0.000859476,0.0,0.000859476,1.67e-61,writers,2016-ee
Silver Laas,0.000859476,0.0,0.000859476,1.67e-61,backings,2016-ee
Salvador Sobral,0.000429738,0.0,0.000429738,8.51e-68,artist,2017-pt
Luísa Sobral,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"writers, stageDirector",2017-pt
Kristian Kostov,0.001289214,0.0,0.05413086,0.004874281,artist,2017-bg
